,Datetime,Region,Technology,Emission,Value
533,2024,reg3,New_coal_PP,CO2,0.0
534,2025,reg3,New_coal_PP,CO2,0.0
535,2026,reg3,New_coal_PP,CO2,0.0
536,2027,reg3,New_coal_PP,CO2,0.0
537,2028,reg3,New_coal_PP,CO2,0.0
538,2029,reg3,New_coal_PP,CO2,0.0
539,2030,reg3,New_coal_PP,CO2,0.0
540,2019,reg3,New_bio_PP,CO2,0.0
541,2020,reg3,New_bio_PP,CO2,1186812288.9217284
542,2021,reg3,New_bio_PP,CO2,1186812288.9217284
543,2022,reg3,New_bio_PP,CO2,1186812288.9217284
544,2023,reg3,New_bio_PP,CO2,1182385456.218553
545,2024,reg3,New_bio_PP,CO2,1090251192.7080812
546,2025,reg3,New_bio_PP,CO2,1169211725.9159935
547,2026,reg3,New_bio_PP,CO2,1060029875.9650074
548,2027,reg3,New_bio_PP,CO2,521605852.79156196
549,2028,reg3,New_bio_PP,CO2,679460829.974622
550,2029,reg3,New_bio_PP,CO2,218129034.12287357
551,2030,reg3,New_bio_PP,CO2,0.0
