,Datetime,Region,Technology,Emission,Value
514,2029,reg3,Minigrid_PV_2,CO2,0.0
515,2030,reg3,Minigrid_PV_2,CO2,0.0
516,2019,reg3,Minigrid_wind_2,CO2,0.0
517,2020,reg3,Minigrid_wind_2,CO2,0.0
518,2021,reg3,Minigrid_wind_2,CO2,0.0
519,2022,reg3,Minigrid_wind_2,CO2,0.0
520,2023,reg3,Minigrid_wind_2,CO2,0.0
521,2024,reg3,Minigrid_wind_2,CO2,0.0
522,2025,reg3,Minigrid_wind_2,CO2,0.0
523,2026,reg3,Minigrid_wind_2,CO2,0.0
524,2027,reg3,Minigrid_wind_2,CO2,0.0
525,2028,reg3,Minigrid_wind_2,CO2,0.0
526,2029,reg3,Minigrid_wind_2,CO2,0.0
527,2030,reg3,Minigrid_wind_2,CO2,0.0
528,2019,reg3,Minigrid_PV_3,CO2,0.0
529,2020,reg3,Minigrid_PV_3,CO2,0.0
530,2021,reg3,Minigrid_PV_3,CO2,0.0
531,2022,reg3,Minigrid_PV_3,CO2,0.0
532,2023,reg3,Minigrid_PV_3,CO2,0.0
533,2024,reg3,Minigrid_PV_3,CO2,0.0
534,2025,reg3,Minigrid_PV_3,CO2,0.0
535,2026,reg3,Minigrid_PV_3,CO2,0.0
536,2027,reg3,Minigrid_PV_3,CO2,0.0
537,2028,reg3,Minigrid_PV_3,CO2,0.0
538,2029,reg3,Minigrid_PV_3,CO2,0.0
539,2030,reg3,Minigrid_PV_3,CO2,0.0
540,2019,reg3,Minigrid_wind_3,CO2,0.0
541,2020,reg3,Minigrid_wind_3,CO2,0.0
542,2021,reg3,Minigrid_wind_3,CO2,0.0
543,2022,reg3,Minigrid_wind_3,CO2,0.0
544,2023,reg3,Minigrid_wind_3,CO2,0.0
545,2024,reg3,Minigrid_wind_3,CO2,0.0
546,2025,reg3,Minigrid_wind_3,CO2,0.0
547,2026,reg3,Minigrid_wind_3,CO2,0.0
548,2027,reg3,Minigrid_wind_3,CO2,0.0
549,2028,reg3,Minigrid_wind_3,CO2,0.0
550,2029,reg3,Minigrid_wind_3,CO2,0.0
551,2030,reg3,Minigrid_wind_3,CO2,0.0
552,2019,reg3,Minigrid_diesel_1,CO2,0.0
553,2020,reg3,Minigrid_diesel_1,CO2,5092903.528657151
554,2021,reg3,Minigrid_diesel_1,CO2,4381923.490540886
555,2022,reg3,Minigrid_diesel_1,CO2,2792225.288862611
556,2023,reg3,Minigrid_diesel_1,CO2,2617447.2963893213
557,2024,reg3,Minigrid_diesel_1,CO2,2729339.8072077055
558,2025,reg3,Minigrid_diesel_1,CO2,3250452.3518853216
559,2026,reg3,Minigrid_diesel_1,CO2,3192709.116849267
560,2027,reg3,Minigrid_diesel_1,CO2,2814516.9287514607
561,2028,reg3,Minigrid_diesel_1,CO2,4002404.689019452
562,2029,reg3,Minigrid_diesel_1,CO2,4295916.188859613
563,2030,reg3,Minigrid_diesel_1,CO2,2562172.38215957
564,2019,reg3,Minigrid_diesel_2,CO2,0.0
565,2020,reg3,Minigrid_diesel_2,CO2,4370777.742753747
566,2021,reg3,Minigrid_diesel_2,CO2,3938119.3514237376
567,2022,reg3,Minigrid_diesel_2,CO2,2412260.314711846
568,2023,reg3,Minigrid_diesel_2,CO2,2630836.4376406404
569,2024,reg3,Minigrid_diesel_2,CO2,4411388.16146403
570,2025,reg3,Minigrid_diesel_2,CO2,3724441.209114854
571,2026,reg3,Minigrid_diesel_2,CO2,3349499.867094857
572,2027,reg3,Minigrid_diesel_2,CO2,2936986.461917978
573,2028,reg3,Minigrid_diesel_2,CO2,4398303.18746236
574,2029,reg3,Minigrid_diesel_2,CO2,4348489.14671938
575,2030,reg3,Minigrid_diesel_2,CO2,3193244.5883551124
576,2019,reg3,Minigrid_diesel_3,CO2,0.0
577,2020,reg3,Minigrid_diesel_3,CO2,4223887.009482934
578,2021,reg3,Minigrid_diesel_3,CO2,3706495.8842994603
579,2022,reg3,Minigrid_diesel_3,CO2,4497021.601738288
580,2023,reg3,Minigrid_diesel_3,CO2,4145761.9680667804
581,2024,reg3,Minigrid_diesel_3,CO2,2742379.9772362746
582,2025,reg3,Minigrid_diesel_3,CO2,3635209.668742743
583,2026,reg3,Minigrid_diesel_3,CO2,2747622.67726335
584,2027,reg3,Minigrid_diesel_3,CO2,3575713.733622769
585,2028,reg3,Minigrid_diesel_3,CO2,4635848.608900074
586,2029,reg3,Minigrid_diesel_3,CO2,4539788.553357248
587,2030,reg3,Minigrid_diesel_3,CO2,1864564.5108
