,Year,Region,Technology,Carrier,Value
38,2021,reg1,Bio_PP,Biofuel,9733325.546672896
39,2022,reg1,Bio_PP,Biofuel,9733325.546672896
40,2023,reg1,Bio_PP,Biofuel,9733325.546672896
41,2024,reg1,Bio_PP,Biofuel,9733325.546672896
42,2025,reg1,Bio_PP,Biofuel,9733325.546672896
43,2026,reg1,Bio_PP,Biofuel,9733325.546672896
44,2027,reg1,Bio_PP,Biofuel,9733325.546672896
45,2028,reg1,Bio_PP,Biofuel,9733325.546672896
46,2029,reg1,Bio_PP,Biofuel,9733325.546672896
47,2030,reg1,Bio_PP,Biofuel,9733325.546672896
48,2019,reg1,Elec_distribution,Electricity,11010771501.64616
49,2020,reg1,Elec_distribution,Electricity,11659293719.827368
50,2021,reg1,Elec_distribution,Electricity,12183192219.445004
51,2022,reg1,Elec_distribution,Electricity,12706562449.816832
52,2023,reg1,Elec_distribution,Electricity,13229392852.515469
53,2024,reg1,Elec_distribution,Electricity,13752223253.462107
54,2025,reg1,Elec_distribution,Electricity,14274900611.076744
55,2026,reg1,Elec_distribution,Electricity,14797731013.77538
56,2027,reg1,Elec_distribution,Electricity,15321101242.395208
57,2028,reg1,Elec_distribution,Electricity,15843931645.09385
58,2029,reg1,Elec_distribution,Electricity,16366762046.916485
59,2030,reg1,Elec_distribution,Electricity,16889439403.65512
60,2019,reg2,Diesel_PP,Diesel,9082.98389987167
61,2020,reg2,Diesel_PP,Diesel,9082.98389987167
62,2021,reg2,Diesel_PP,Diesel,9082.98389987167
63,2022,reg2,Diesel_PP,Diesel,9082.98389987167
64,2023,reg2,Diesel_PP,Diesel,9082.98389987167
65,2024,reg2,Diesel_PP,Diesel,9082.98389987167
66,2025,reg2,Diesel_PP,Diesel,9082.98389987167
67,2026,reg2,Diesel_PP,Diesel,9082.98389987167
68,2027,reg2,Diesel_PP,Diesel,9082.98389987167
69,2028,reg2,Diesel_PP,Diesel,9082.98389987167
70,2029,reg2,Diesel_PP,Diesel,9082.98389987167
71,2030,reg2,Diesel_PP,Diesel,9082.98389987167
72,2019,reg2,Elec_distribution,Electricity,101064370.35729599
73,2020,reg2,Elec_distribution,Electricity,106143157.24180505
74,2021,reg2,Elec_distribution,Electricity,111188893.45244528
75,2022,reg2,Elec_distribution,Electricity,112665156.88525265
76,2023,reg2,Elec_distribution,Electricity,114130403.42677045
77,2024,reg2,Elec_distribution,Electricity,115595649.96828818
78,2025,reg2,Elec_distribution,Electricity,117060896.50980607
79,2026,reg2,Elec_distribution,Electricity,118526143.0513238
80,2027,reg2,Elec_distribution,Electricity,120002406.48413125
81,2028,reg2,Elec_distribution,Electricity,121467653.02564882
82,2029,reg2,Elec_distribution,Electricity,122932899.56716686
83,2030,reg2,Elec_distribution,Electricity,124398146.1086846
84,2019,reg3,Diesel_PP,Diesel,39588.099639063315
85,2020,reg3,Diesel_PP,Diesel,39588.099639063315
86,2021,reg3,Diesel_PP,Diesel,39588.099639063315
87,2022,reg3,Diesel_PP,Diesel,39588.099639063315
88,2023,reg3,Diesel_PP,Diesel,39588.099639063315
89,2024,reg3,Diesel_PP,Diesel,39588.099639063315
90,2025,reg3,Diesel_PP,Diesel,39588.099639063315
91,2026,reg3,Diesel_PP,Diesel,39588.099639063315
92,2027,reg3,Diesel_PP,Diesel,39588.099639063315
93,2028,reg3,Diesel_PP,Diesel,39588.099639063315
94,2029,reg3,Diesel_PP,Diesel,39588.099639063315
95,2030,reg3,Diesel_PP,Diesel,39588.099639063315
96,2019,reg3,Elec_distribution,Electricity,20235600.0
97,2020,reg3,Elec_distribution,Electricity,20235600.0
98,2021,reg3,Elec_distribution,Electricity,20235600.0
99,2022,reg3,Elec_distribution,Electricity,20235600.0
100,2023,reg3,Elec_distribution,Electricity,20235600.0
101,2024,reg3,Elec_distribution,Electricity,20235600.0
102,2025,reg3,Elec_distribution,Electricity,20235600.0
103,2026,reg3,Elec_distribution,Electricity,20235600.0
104,2027,reg3,Elec_distribution,Electricity,20235600.0
105,2028,reg3,Elec_distribution,Electricity,20235600.0
106,2029,reg3,Elec_distribution,Electricity,20235600.0
107,2030,reg3,Elec_distribution,Electricity,20235600.0
