,Year,Region,Technology,Carrier,Value
92,2027,reg3,Diesel_PP,Diesel,1649.504151627638
93,2028,reg3,Diesel_PP,Diesel,1649.504151627638
94,2029,reg3,Diesel_PP,Diesel,1649.504151627638
95,2030,reg3,Diesel_PP,Diesel,8247.520758138191
96,2019,reg3,Elec_distribution,Electricity,20235600.0
97,2020,reg3,Elec_distribution,Electricity,20235600.0
98,2021,reg3,Elec_distribution,Electricity,20235600.0
99,2022,reg3,Elec_distribution,Electricity,20235600.0
100,2023,reg3,Elec_distribution,Electricity,196289333.32890832
101,2024,reg3,Elec_distribution,Electricity,271231133.3289083
102,2025,reg3,Elec_distribution,Electricity,835731330.3877318
103,2026,reg3,Elec_distribution,Electricity,1608807702.849732
104,2027,reg3,Elec_distribution,Electricity,2871345889.080732
105,2028,reg3,Elec_distribution,Electricity,3527898192.9587903
106,2029,reg3,Elec_distribution,Electricity,5164962081.359392
107,2030,reg3,Elec_distribution,Electricity,6392578493.879866
